"","lvl","y1","y2","y3","y4","y5"
"1",1,16.6161354125055,15.5654145332427,17.6998608236883,18.6597535475852,22.5357121117827
"2",1,28.1068634454212,10.1827815581746,6.24565406917146,10.7135226359542,8.37666416999597
"3",1,11.659687977535,13.8628528278286,8.4584943135953,23.9323995399758,32.7411550669753
"4",1,11.6240452203404,4.27347125737356,8.5612776126588,8.8016838363069,6.97889980678555
"5",1,29.0195248669604,7.35654268299169,1.39715659746654,27.7686104494047,17.0495561558544
"6",1,30.177317611465,1.83002689651215,4.3132225709337,1.29226833134735,11.5560728816382
"7",1,44.7031007897152,-5.70634071697495,1.64200490693917,19.1933544263056,2.45198651883825
"8",1,13.9340432107144,5.72674813330543,1.50845504899217,28.7829740152107,20.3808686834943
"9",1,16.9688090639514,2.00835222503947,15.2730905614493,19.0138422503277,17.3334114299756
"10",1,16.3835945498412,-3.71512390734383,6.51654658770541,6.67640915134156,1.51850518001679
"11",1,18.6591385944382,3.67151491303922,21.1118515392146,10.5843271747356,22.6882236885524
"12",1,14.2180921207889,16.1437240934591,-1.29739440283039,22.302920023386,19.4074816954457
"13",1,34.1788081018433,11.9662097682567,5.96081334323366,16.8483286964043,-4.93301014448852
"14",1,15.9062167548465,5.52158032521859,15.2241503125971,8.43391107008604,1.11487258994625
"15",1,36.5090633457336,4.44475285710969,0.846241953010688,-0.442674042463539,0.796420061079706
"16",2,26.169170906706,29.3262610901136,19.6927265596508,8.80533296727766,2.52940584688991
"17",2,28.0876584960136,29.4999974750553,16.1762152487669,-9.12804340807427,26.8369638253674
"18",2,20.9968602376751,23.7722253614635,10.2612633624338,14.4297192871315,-5.83394203189275
"19",2,2.55451697279347,15.7176430713633,17.6855668603396,-15.194792545514,5.62506760523323
"20",2,20.4551682874527,12.1415815323609,16.7967107421182,3.23161806979146,1.05815198307802
"21",2,15.9001980823098,12.8284259178062,27.7699609989362,2.88806377334239,1.21548217040216
"22",2,1.11027046776884,25.6956539946691,16.8118257696709,23.2140006386174,8.71863297866427
"23",2,26.8234898445487,33.8446060511675,9.60356379670502,6.84875856560105,0.792643244298053
"24",2,27.3204008238735,30.7221337579781,7.42125894583862,4.70397316712938,10.513380934815
"25",2,35.0950543976345,13.517382624075,10.8279523609701,28.1091261911319,8.29301152290932
"26",2,17.5922703993382,25.3604394057773,10.1740080470745,9.41679669786727,11.7255997264262
"27",2,19.6500486485104,16.3767629352936,9.0513638787719,9.39584541400882,19.3371537618394
"28",2,17.4706692451832,31.2002089922601,-3.45197719584791,0.524445907860909,22.6711083226862
"29",2,9.84687020227038,14.8590705151049,-8.49348182457445,-1.18772934645531,12.7119979140014
"30",2,22.9864745787185,38.6044184288155,21.7650489963486,8.56294121650609,6.99041783792736
"31",3,2.49768430265064,-10.9366813275517,13.9115730665605,24.3115168664653,7.93099769856195
"32",3,-8.25922421460754,3.79891312933864,8.18196016712591,33.7475749309297,-1.09980199016916
"33",3,-8.12823512725392,-10.0487525435829,-0.842619476706032,31.6773251044113,0.444978484634376
"34",3,-12.6813682878326,2.61242980445721,1.76851238118201,24.1082194982117,11.0319503605409
"35",3,-23.9812738856272,8.10818034782678,-3.58857177485339,12.7573630139795,10.44229503525
"36",3,-9.5561216023629,8.92857740358102,23.1167201198664,7.24005197623735,9.11392410877719
"37",3,-14.2462263391681,11.4153282572869,6.39374616106648,38.6036288409481,4.08617058424885
"38",3,-5.20113518885661,-5.96555473750114,6.94255962873784,21.6215162999363,11.0432543742532
"39",3,-5.20856420188471,-7.27971546820566,9.7917635534184,24.734851646797,1.71072928894654
"40",3,-17.8896290343173,3.94228246978754,6.17479447893402,19.7269022444699,-5.95560764534359
"41",3,-27.5417885264688,3.45998335195125,19.6846958618641,-1.39114250810493,16.9314235433386
"42",3,-3.85593581385529,14.1181894245445,13.8372903428712,26.7404175931523,5.63298606756017
"43",3,-17.4864373701617,7.94428984375025,26.8163719966817,33.3907857932567,27.8454025095664
"44",3,-5.04230936727698,11.8736715422077,14.069514535442,8.2971220894237,0.379690498307366
"45",3,8.35662149513388,-0.00323064161550501,13.7222341301377,29.6368284221383,7.5269081519026
